epoch,acc,loss,val_acc,val_loss
0,0.6085687,1.1096681871032343,0.6577197313308716,0.9497985706105828
epoch,acc,loss,val_acc,val_loss
0,0.6085687,1.1096681871032343,0.6577197313308716,0.9497985706105828
1,0.66540647,0.9241931776003912,0.6714111566543579,0.90056839492172
1,0.66540647,0.9241931776003912,0.6714111566543579,0.90056839492172
2,0.677854,0.8853410639800131,0.6853271722793579,0.8701367114111781
2,0.677854,0.8853410639800131,0.6853271722793579,0.8701367114111781
3,0.68542236,0.8642033507442102,0.6825927495956421,0.8752158600464464
3,0.68542236,0.8642033507442102,0.6825927495956421,0.8752158600464464
4,0.6902179,0.848853211349342,0.68212890625,0.8873836506903171
4,0.6902179,0.848853211349342,0.68212890625,0.8873836506903171
5,0.6938959,0.8388535431656056,0.6887744069099426,0.866879610195756
5,0.6938959,0.8388535431656056,0.6887744069099426,0.866879610195756
6,0.6971863,0.8295527283218689,0.6840918064117432,0.870629129447043
6,0.6971863,0.8295527283218689,0.6840918064117432,0.870629129447043
0,0.5933527,1.2023652188386769,0.6423925757408142,0.9961360005661846
0,0.5933527,1.2023652188386769,0.6423925757408142,0.9961360005661846
1,0.6521051,0.9802339709131047,0.6650635004043579,0.9227088446542621
1,0.6521051,0.9802339709131047,0.6650635004043579,0.9227088446542621
2,0.66683227,0.9350250274129212,0.6725927591323853,0.9099632040038705
2,0.66683227,0.9350250274129212,0.6725927591323853,0.9099632040038705
3,0.67474,0.9105185475712642,0.6781299114227295,0.8997042019292713
3,0.67474,0.9105185475712642,0.6781299114227295,0.8997042019292713
4,0.68061584,0.8920961304847151,0.6765381097793579,0.9048325043916702
4,0.68061584,0.8920961304847151,0.6765381097793579,0.9048325043916702
5,0.68532896,0.8782184202922508,0.6761572360992432,0.9039798184484243
5,0.68532896,0.8782184202922508,0.6761572360992432,0.9039798184484243
6,0.6889758,0.8663657574122772,0.6859375238418579,0.8843965658545494
6,0.6889758,0.8663657574122772,0.6859375238418579,0.8843965658545494
7,0.692843,0.8556646475871094,0.6794629096984863,0.8986784724146127
7,0.692843,0.8556646475871094,0.6794629096984863,0.8986784724146127
8,0.6962286,0.8463990268670023,0.6860156059265137,0.8795656856894493
8,0.6962286,0.8463990268670023,0.6860156059265137,0.8795656856894493
9,0.698786,0.8382354321191088,0.6777637004852295,0.9105524014309049
9,0.698786,0.8382354321191088,0.6777637004852295,0.9105524014309049
10,0.70183897,0.8297737730247899,0.6846777200698853,0.8817595367878676
10,0.70183897,0.8297737730247899,0.6846777200698853,0.8817595367878676
11,0.7040228,0.823227108437568,0.6845117211341858,0.888486677929759
11,0.7040228,0.823227108437568,0.6845117211341858,0.888486677929759
12,0.7063812,0.8162211811635643,0.6795312762260437,0.9217167207598687
12,0.7063812,0.8162211811635643,0.6795312762260437,0.9217167207598687
