epoch,acc,loss,val_acc,val_loss
13,0.70845765,0.8098023488628678,0.6736865043640137,0.9386933001130819
13,0.70845765,0.8098023488628678,0.6736865043640137,0.9386933001130819
14,0.7108539,0.8031010369327851,0.6830517649650574,0.8938957764953375
14,0.7108539,0.8031010369327851,0.6830517649650574,0.8938957764953375
15,0.7128552,0.7979977942607366,0.679638683795929,0.922917601056397
15,0.7128552,0.7979977942607366,0.679638683795929,0.922917601056397
16,0.71502805,0.7920721470168792,0.6788769364356995,0.9198057292029261
16,0.71502805,0.7920721470168792,0.6788769364356995,0.9198057292029261
17,0.71647704,0.7877294301730581,0.6800878643989563,0.9182177441194653
17,0.71647704,0.7877294301730581,0.6800878643989563,0.9182177441194653
18,0.7183478,0.7826291920477524,0.679638683795929,0.9248179848492145
18,0.7183478,0.7826291920477524,0.679638683795929,0.9248179848492145
19,0.7198102,0.7789288052450866,0.6762011647224426,0.9376504249870777
19,0.7198102,0.7789288052450866,0.6762011647224426,0.9376504249870777
20,0.7211731,0.7743441415950656,0.6764160394668579,0.9659001988172531
20,0.7211731,0.7743441415950656,0.6764160394668579,0.9659001988172531
21,0.72256106,0.7704998462484218,0.6759619116783142,0.9338697353377938
21,0.72256106,0.7704998462484218,0.6759619116783142,0.9338697353377938
22,0.7237018,0.7662045493721962,0.6759423613548279,0.9738930886983872
22,0.7237018,0.7662045493721962,0.6759423613548279,0.9738930886983872
23,0.72525877,0.762631725189276,0.6754589676856995,0.9541453045979142
23,0.72525877,0.762631725189276,0.6754589676856995,0.9541453045979142
24,0.7264557,0.7587423046515324,0.673999011516571,0.9535908720642329
24,0.7264557,0.7587423046515324,0.673999011516571,0.9535908720642329
25,0.72759277,0.7556731402641162,0.6766259670257568,0.9520163105428219
25,0.72759277,0.7556731402641162,0.6766259670257568,0.9520163105428219
26,0.7291681,0.7520436867093667,0.6723779439926147,0.9847393539547921
26,0.7291681,0.7520436867093667,0.6723779439926147,0.9847393539547921
27,0.72971433,0.7497997012990527,0.6695605516433716,1.0089234244450926
27,0.72971433,0.7497997012990527,0.6695605516433716,1.0089234244450926
28,0.73066956,0.7459379509300925,0.6783056855201721,0.9494067232683301
28,0.73066956,0.7459379509300925,0.6783056855201721,0.9494067232683301
29,0.7321814,0.7429061952256597,0.6719384789466858,0.9705106560140848
29,0.7321814,0.7429061952256597,0.6719384789466858,0.9705106560140848
30,0.7334534,0.7403219943423756,0.6735205054283142,0.9733855759724974
30,0.7334534,0.7403219943423756,0.6735205054283142,0.9733855759724974
31,0.7337146,0.7380316029721871,0.6751318573951721,0.9829565324261784
31,0.7337146,0.7380316029721871,0.6751318573951721,0.9829565324261784
32,0.7346478,0.7353947510151193,0.6727734208106995,0.9635116179659963
32,0.7346478,0.7353947510151193,0.6727734208106995,0.9635116179659963
33,0.73594725,0.7323251681309193,0.6740478277206421,0.9715977939963341
33,0.73594725,0.7323251681309193,0.6740478277206421,0.9715977939963341
34,0.736651,0.7299840954272077,0.6728906035423279,1.0043371333926916
34,0.736651,0.7299840954272077,0.6728906035423279,1.0043371333926916
35,0.7376715,0.7277510125632398,0.6724218726158142,0.9812249968573451
35,0.7376715,0.7277510125632398,0.6724218726158142,0.9812249968573451
36,0.7385431,0.7254741206648759,0.6727685332298279,1.0062104639783502
36,0.7385431,0.7254741206648759,0.6727685332298279,1.0062104639783502
37,0.73901063,0.72304019611096,0.6737353801727295,0.9910328852385283
37,0.73901063,0.72304019611096,0.6737353801727295,0.9910328852385283
38,0.740058,0.720995167279616,0.6696826219558716,1.0121874801069497
38,0.740058,0.720995167279616,0.6696826219558716,1.0121874801069497
39,0.7409717,0.7186967613175511,0.6728662252426147,0.9941198670864105
39,0.7409717,0.7186967613175511,0.6728662252426147,0.9941198670864105
40,0.74133056,0.7167114833812229,0.6717382669448853,1.0225406921282412
40,0.74133056,0.7167114833812229,0.6717382669448853,1.0225406921282412
41,0.7422278,0.7145812128530815,0.6710742115974426,1.0162120721489192
41,0.7422278,0.7145812128530815,0.6710742115974426,1.0162120721489192
42,0.7430243,0.7136710317991674,0.6724658012390137,1.034492153376341
42,0.7430243,0.7136710317991674,0.6724658012390137,1.034492153376341
43,0.74339724,0.7111065123719164,0.6754736304283142,1.0015818827599288
43,0.74339724,0.7111065123719164,0.6754736304283142,1.0015818827599288
44,0.7441101,0.7092914938810282,0.6753368973731995,0.9967389746010303
44,0.7441101,0.7092914938810282,0.6753368973731995,0.9967389746010303
